text,label
"millenium shares report investor alert - l r c j - brand new stock for your attention lauraan corporation - stock symbo | : l r c j breaking news reieased by the company on friday - watch out the stock go crazy on friday morning 21 th of january . current price : $ 0 . 13 did your portfoiio have a stock move like this one ! l r c j has been moving up since january 17 th . will it continue higher ? lauraan corporation ( lauraan ) is a premier provider of home entertainment and home automation products and services to the new home market . the company se | | s primariiy through homebuilders to homebuyers who are buiiding homes in the $ 3 ook , and up range . lauraan is an early stage company in the process of deveioping its business , nationwide , through acquisitions of existing home technology companies in seiect markets throughout the country . the company has an experienced management team that has years of experience in the home technoiogy industry . current price : $ 0 . 13 current status lauraan has compieted its first acquisition , sysiync of georgia ( georgia ) . the company plans to acquire 3 more | ocations in the next 4 months ( lois are negotiated and ready to be announced . ) georgia currentiy has annualized revenues of $ 5 ook and is expected to doubie its monthiy revenue in the next 6 months . the three next acquisitions wiil add an additiona | $ 2 . 5 million in revenue . long - term strategy the company pians to raise funds to make acquisitions throughout strategic new home markets and create a national brand with revenues of $ 50 - 75 miilion by 2 oo 7 . lauraan wiil be recognized for its quality of service , vaiue provided , and the simplicity of its solutions . breaking news : lauraan corporation announces new servicing and buiider agreements grapevine , texas , jan 14 , 2005 / prnewswire - firstca | | via comtex / - - lauraan corporation ( l r c j ) ( "" lauraan "" ) , a provider of home entertainment and automation products for the new home market , announced today that their who | | y - owned subsidiary , sysiync of georgia , ( sysiync ) has compieted an exclusive agreement with certicom , inc . a nationa | provider of home and commercial security systems , to service their residential accounts in the atianta area . in addition , syslync has been named the soie installer for new instailations of residentia | aiarms for certicom and wi | | be their provider of other home technoiogy products too . syslync aiso announced today that they were seiected as the preferred provider of home technoiogy products and services for atlanta - based lou freeman properties , inc . , a deveioper and buiider of custom homes in the $ 2 oo , ooo to $ 1 , ooo , ooo plus , range . "" these two agreements wil | more than double the homes we touch throughout the atianta area , "" stated david watson , general manager of sysiync , "" and the agreements wiil provide syslync with steady , recurring revenue streams important to our profitabiiity . "" lauraan is a home entertainment and technology solutions provider that offers builders and homeowners a singie source for their audio / video , home theater , security , computer and home automation needs . through its company - owned stores , lauraan subsidiaries work directiy with buiiders and homeowners , to design and instail home technoiogy solutions that f i t the homeowner ' s | ifestyie and budget . safe harbor act discl @ imer : this press release contains forward - looking statements within the meaning of section 27 a of the securities act of 1933 , as amended , and section 21 e of the securities exchange act of 1934 , as amended ( the "" exchange act "" ) , and as such , may involve risks and uncertainties . forward - | ooking statements , which are based on certain assumptions and describe future pians , strategies , and expectations , are genera | | y identifiable by the use of words such as "" beiieve , "" "" expect , "" "" intend "" "" anticipate , "" "" estimate , "" "" project , "" or similar expressions . these forward - | ooking statements reiate to , among other things , expectations of the business environment in which the company operates , projections of future performance , potential future performance , perceived opportunities in the market , and statements regarding the company ' s mission and vision . the company ' s actua | resuits , performance , and achievements may differ materially from the results , performance , and achievements expressed or impiied in such forward - looking statements due to a wide range of factors which are set forth in our annual report on form lo - ksb on fiie with the sec . read this | ega | notes before you do anything eise : information within this emai | contains "" forward | ooking statements "" within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , goais , expectations , beliefs , plans , projections , objectives , assumptions or future events or performance are not statements of historical fact and may be "" forward looking statements . "" forward | ooking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actua | results or events to differ materialiy from those presently anticipated . forward | ooking statements in this action may be identified through the use of words such as : "" projects "" , "" foresee "" , "" expects "" , "" estimates , "" "" believes , "" "" understands "" "" wiil , "" "" part of : "" anticipates , "" or that by statements indicating certain actions "" may , "" "" couid , "" or "" might "" occur . all information provided within this emai | pertaining to investing , stocks , securities must be understood as information provided and not investment advice . emerging equity aiert advises ail readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this emai | . none of the materia | within this report sha | | be construed as any kind of investment advice . please have in mind that the interpretation of the witer of this newsietter about the news published by the company does not represent the company officia | statement and in fact may differ from the rea | meaning of what the news reiease meant to say . look the news reiease by yourseif and judge by yourseif about the detaiis in it . in compliance with section 17 ( b ) , we disclose the holding of l r c j shares prior to the publication of this report . be aware of an inherent confiict of interest resulting from such hoidings due to our intent to profit from the | iquidation of these shares . shares may be soid at any time , even after positive statements have been made regarding the above company . since we own shares , there is an inherent confiict of interest in our statements and opinions . readers of this pubiication are cautioned not to piace undue reiiance on forward - looking statements , which are based on certain assumptions and expectations invoiving various risks and uncertainties , that could cause resuits to differ materiaily from those set forth in the forward - looking statements . piease be advised that nothing within this emai | shall constitute a solicitation or an invitation to get position in or sell any security mentioned herein . this newsletter is neither a registered investment advisor nor affiiiated with any broker or deaier . this newsletter was paid $ 1956 o from third party to send this report . all statements made are our express opinion oniy and should be treated as such . we may own , take position and se | | any securities mentioned at any time . this report inciudes forward - looking statements within the meaning of the private securities litigation reform act of 1995 . these statements may inciude terms as "" expect "" , "" beiieve "" , "" may "" , "" will "" , "" move "" , "" undervalued "" and "" intend "" or similar terms . if you wish to stop future mailings , or if you feel you have been wrongfully piaced in our | i s t , please go here ( - stockspromoter @ yahoo . com - )",1
let ' s go to dinner at lagrasta ' s .,0
"best product for 2002 copy dvd movies ? yes ! copy and burn your own dvd movies and video with a cd - r drive . * order by september 21 , 2002 , and receive the following free gifts ! 1 . "" free dvd movie of your choice ( $ 20 . 00 value ) 2 . cell phone battery booster ( $ 19 . 95 value ) own all the dvd ' s you ' ve always wanted and start burning today ! . click here now !",1
"unbeatable interest rates hi i have tried contacting you before in regards to the promised low interest mortga ( ge rate . the good news is that you did qualify for the loan , for a rate of 4 . 2 % ! you could receive over u 380 , 000 for as little as i 500 per month . ba ( d credit ? doesn ' t matter , low rates are fixed no matter what ! to get a fr ! ee , no obli , gation consultation click below : http : / / goodwayz . com / x / loan . php ? id = somb have a great day ! ellen horvan btqyi kafycy",1
"What I meant was that neither he nor anyone else has any *authority* to 
say something can or can't be published, and make that stick, at least 
in the US, and from some descriptions, France. Of course he can say 
anything he wants. And I can choose to ignore it, or not. Works both 
ways.Fscking semantics.ChuckOn Thursday, September 19, 2002, at 06:41 AM, Russell Turpin wrote:> Robert Harley:
>>> BTW, I wasn't aware that the 1st Amendment mandated that crap must be 
>>> FoRKed.
>
> Chuck Murcko :
>> It doesn't, BTW. It says the right to free speech shall not be 
>> abridged. That means *you* can't say anything may not be FoRKed or 
>> printed or whatever.
>
> Actually, it means just the opposite. The first
> amendment guarantees Harley's right to say just
> that. For the outlets where he has editorial
> control, it even guarantees his right to CENSOR
> content published through those outlets. The
> first amendment doesn't limit Harley's speech,
> and it is neutral with regard to the selection
> policies of FoRK and other private venues.
>
>
>
> _________________________________________________________________
> MSN Photos is the easiest way to share and print your photos: 
> http://photos.msn.com/support/worldwide.aspx
>",0
"kay csl i would like to hear from other users of the kay csl system , to determine whether anyone else has run into the same bugs that i ' ve hit . please reply dir ectly to me ( broselow at sbccvm . bitnet or ccvm . sunysb . edu ) .",0
"re : contracts and credit thanks - - i ' ll include it in the master file . - - - - - original message - - - - - from : farmer , daren j . sent : thursday , january 10 , 2002 8 : 02 am to : calcagno , suzanne subject : contracts and credit suzanne , attached is an updated file on our pipeline contract situation . i haven ' t gotten much info from credit managers , but i wanted to pass along their names and numbers . d >",0
"re : sapir - whorf and what to tell students these days here 's what i tell my undergrad and grad students about that same chapter in language files . i . e . , it 's difficult to even judge what 's going on with whorf unless you are simultaneously conversant with linguistics , american indian languages , and at least the insights of modern physics . first , the conclusion that is appropriate is that , as i showed in "" the demise of the whorf hypothesis "" ( berkeley linguistics society , 1978 ? ) , what whorf said has little or generally no relation whatever to the entire body of discussion that comes under the name "" ( sapir - ) whorf hypothesis "" . he showed decades before the critics came up with their own hypotheses , which they failed to name after themselves , that he would never have agreed with their characterization of his thoughts . simple test : read the lf chapter and then ask , "" who created the whorf hypothesis ? "" and a quick way to answer this is : what did whorf himself call it in his two or three references ? he called it the "" principle of linguistic relativity "" or the "" linguistic relativity principle "" . my own reading of whorf never finds the word "" hypothesis "" at all . so - - right off the bat , and this is a good way to teach scientific nomenclature , who turned whorf 's ' principle ' into a ( n ) ' hypothesis ' , and why ? it was n't whorf , because his designation was clear . so what is the difference between the two ? well , a principle is like an axiom in geometry : a starting point which is theoretically unverifiable - - it 's just a starting point . you want something else , you begin from a different starting point , and then you develop your hypotheses from there . next : what does whorf 's "" linguistic relativity principle "" have to do , if anything , with einstein 's "" relativity principle "" ( which i covered in my also bls , 1980 ? , paper , "" is whorf 's relativity einstein 's relativity ? "" ) . ah , now we ' ve gotten to the crux of it - - much against pinker 's stand ( which was copied and intensified in a lingua franca short bio of suzette elgin hayden recently , where a digression found its author saying that whorf cobbled together his theory from a few ill-translated snatches of apache - - echoing a pinker statement and relying on pinker 's quoting whorf correctly , which he did n't , about a canoe on a beach pointwise : which pinker identified as an apache sentence , but which whorf knew quite well was nootka in the pacific northwest rather than apache in the beachless desert ) , whorf was upping the ante on einstein , who argued that euclidian geometry , far from being universal , was applicable only to flat surfaces ; that for round surfaces , which most of reality is made up of , you need non - euclidian geometry . i . e . , when the phenomena change significantly , you have to change the tool you ' re using . well , that 's what whorf said too ( see heisenberg 's lament below ) , except he moved its domain from mathematics to natural human language ; hence : the truly aptly named "" principle of linguistic relativity "" as whorf himself named it . admittedly , this does n't make any sense until you see it in action , in "" an american indian model of the universe , "" where he posits a worldview without our tense / time ( past / present / future diorama or river of time ) , using manifested / manifesting ( plus other synonyms ) instead . that is : sae grammars / cultures give that aforementioned notion of "" time "" , which is supported and maintained by their tense systems ( though , admittedly , english is weird and gets it through the culture side of the language / culture system ) ; the hopi language / culture system has no such image of time , working from a different worldview principle that sees only cyclical , not linear , time - - round , not flat . most of the world 's grammars that have broken out of the latinate mold show that the particular time / tense system of sae is pretty much peculiar to western european languages - - hence a linguistic / cultural ontology of "" time "" as we know and practice it , and not the supposed universal we have so fondly believed it to be . side note : for one who reads whorf closely , he makes five or ten times more universalist statements than relativity statements in his writings , yet he is seen ( and reviled in a chomskyan universalist attitude ) as the relativist par excellent . so right from the get-go we see that 1 ) whorf did n't write and would n't agree with the hypothesis that someone ( s ) named after him ; 2 ) rather than being some deranged crackpot , he was merely literate : whorf was one of the few interdisciplinary thinkers between physics and linguistics in this century ; 3 ) whorf 's relativity principle had something important to do with einstein 's ; and 4 ) whorf was a universalist as well as a relativist - - he just had them in balance , a notable enough rarity in current academe , you must admit . if i may be so bold , alluding to your posting that "" no one has disproved whorf 's mild version of linguistic relativity ( let 's leave ling . determinism aside , or the stronger version . ) "" , even the mild version was n't his ! trace back like i did and you will find that whorf espoused neither strong nor weak versions of determinism , and relativity has nothing to do with determinism when you see it from the physics viewpoint above , as he did . if you read carefully , writers about the whorf hypothesis admit that even whorf did n't hold a strong version of determinism ( so if he did n't , who did ? and if nobody did , why bring it up ? ) , and that all the critics hold the weak version that they dreamed up ( even though whorf would n't hold it because it 's at least weakly deterministic and therefore newtonian ) . so what 's going on ? the problem is that whorf had already , from his acquaintance with physics , moved from newtonian monocausal determinism as an ideal into systems thinking - - where sometimes the opposite of one profound truth is another profound truth , where everything is interdependent , multicausal , interconnected : language shapes culture while culture is shaping language ; language shapes thinking while thinking is shaping language . the cumulative effect of the ( humboldt / boas / sapir - ) whorf hypothesis literature has been primarily to throw up a smokescreen around his ideas so that people , including grad students in linguistics , psychology , anthropology and sociology , won't read him in the original ( english ! ) . i tell my grad students that if they want to really find out what their discipline is about , go find out who their discipline is beating up on and read them ; and if you are so lucky as me to find someone that four major academic disciplines are ganging up on - - you know you ' ve hit a goldmine ! what in the world could be so important that four academic disciplines create a combined smokescreen ? because so few linguists in this century have availed themselves of the changes in thinking about reality that physics has been broadcasting during this entire century , few linguists are even qualified to step into what they did n't realize was an interdisciplinary debate in the history of ideas which whorf felt so comfortable in . i ' ll explain . i ' ll give you a synopsis of a talk i intend to give at a 100th birthday conference for benjamin whorf , which i intend to get funding for and hold in the bay area in spring 1997 . i call it "" heisenberg 's lament . "" you see , early in this century , that ' uncertain ' heisenberg was among the first to gain a ' glimpse ' into the subatomic world ; and , having done so , he rendered his opinion that , regarding the subatomic realm , "" we have reached the limits of our language . "" he said this for two reasons : 1 ) no matter how glibly western scientists talk about electrons , protons , neutrons , quarks , etc . , when we look into that realm there are no ' things ' , only processes and relationships ; but in order to make sense ( i . e . , complete sentences ) in sae languages , we need nouns - - and there 's nothing in the subatomic realm that you can , except willy-nilly , attach nouns to . and 2 ) given that , our most fundamental scientific terms such as "" same "" and "" different "" are useless . he did n't know then , and physics does n't know now , whether there are gazillions of electrons or just one electron with gazillions of manifestations . we have reached the limits of our language . fast - forward a few decades and whorf hears this in his physics classes at yale ( he has unpublished manuscripts on gravity in the yale archives ) , and ponders : hm , i wonder if this has anything to do with what prof . sapir said the other day about hopi not needing nouns to express ordinary propositions - - just "" rehpi "" , "" flashed "" , instead of "" it "" or "" the / a light flashed "" : because when you come right down to it , how is the flashing different from the light ? is "" light "" just a convenient grammatical fiction foisted upon us by sae grammar ? and as he pondered ' light ' being noun or verb , particle or wave , depending on how it 's viewed , he saw the universe in the same way , with different cultures taking different positions on the question . in this case , since hopi did n't seem to take too seriously the absence of nouns , perhaps , whorf surmised , hopi could be of use for physicists in exploring and reporting back about the quantum world , that realm that did n't have thingy nouns . fast - forward another few decades and physicist david bohm reads whorf ( which i confirmed personally in talking to him ) , and then , * in response * ( my attribution ) , writes _ wholeness and the implicate order _ , in which he , among other things , tries to make english more verby and performative in the "" rheomode "" - - a brilliant flop ; and then launches on the scientific community a view of the universe which does not contain our familiar notions of past / present / future time , but instead an implicate and explicate order of reality - - an "" inny / outty "" notion where the future is inside us working outward instead of some vague distant goal we are headed toward . an email acquaintance pointedly asked me what the difference was between bohm 's terminology and whorf 's terminology ; it took me 6 months to finally answer that there was none , except the hopis had had theirs for millennia longer . and then it hit me ! bohm , in his own maverick way , appropriated whorf 's answer to heisenberg 's lament in "" an american indian model of the universe "" and substituted more scientifically acceptable terminology ( implicate / explicate rather than manifesting / manifested ) to see how the notion of a universe without linear time would fly in the modern physics and academic community - - and it had qualified success . but - - bohm was no closer to knowing whether whorf had been accurate in his description of hopi than he had been before writing the book . and there had been so much bad press on the guy ! how was one to know , ultimately ? and here 's the part that almost no-one knows so far . in 1991 , in the last few months of his life , david bohm launched his most ambitious thought experiment to date : with some other physicists and a few psychologists and linguists , and sponsored by the fetzer institute , he enticed recognized american indian intellectual leaders ( and some of their elders ) to join in dialogue together in what i can only describe as a roundabout way of asking american indians whether whorf was accurate in his description of the ' timeless ' hopi worldview . but it became so much more ! the american indian leaders there had previously read bohm 's book and others , but the physicists knew nothing about native american worldviews and native american science methodologies , so the indians had to build a bridge over to them in private meetings before the three public days on the themes of time , space and language . during the day on time , whorf 's description of hopi came up , was read out loud , and discussed , though i do n't remember any hopis being present ; nevertheless , the other american indians present , mostly of algonquian tribes , gave what can only be called ' independent verification ' in scientific terminology by saying essentially : well , i can't speak for the hopi people , but that 's pretty much the way we do it . in fact , of the many whorf passages read or discussed in these dialogues , the physicists and the american indians present were usually willing to give whorf his points ( proving again , perhaps , the difficulty of being a prophet in one 's own country / discipline ! ) . but we ' re not done yet - - the best is yet to come - - the actual conclusion of heisenberg 's lament ! at the beginning of the first dialogue it was clear that the quantum physicists had their favorite realm to explore and talk about , and the american indians also had their own favorite realm . as we dialogued , it began becoming clear that those favorite realms had some fundamental principles in common : the only constant is flux ; everything that exists vibrates ; everything is interconnected such that the part implicates the whole . in fact , it became crystal clear that the last major obstacle to these realms being the same realm was really only terminological : the physicists are used to calling it "" the subatomic realm "" whereas the american indians for millennia have been calling it "" the spirit realm "" . now that 's a big enough surprise - - that modern physics is knocking on the door of spirit without really meaning to - - but not big enough , so now let 's take it home ! it puzzled the physicists just how the american indians should have foreknowledge of a realm they should n't know about , that the western scientific infrastructure had just recently led us to - - and the indians had no such scientific infrastructure ! and as the physicists gradually understood that , like hopi , the algonquian grammatical structures do not demand nouns , do not demand fictitious actors to embody actions ( that , as my mikmaq and blackfoot friends tell me , they can talk all day long in those languages and never utter a single ' noun ' ! ) , they finally had to admit that such languages were indeed much better suited to exploring that realm and reporting back than sae languages - - whorf 's reply to heisenberg 's lament was verified and agreed upon . when the phenomena of reality change in a dramatic way , you need to change the tool you ' re using . now , of course , the physicists were left with an even larger puzzle , to wit : how is it that these american indians have a language much better suited than sae languages to investigate and describe the inner workings of the subatomic realm - - a realm they are n't even supposed to know about ! ? ! as you can see by now , pinker - - like all other facile critics and unindicted co-creators of the so-called hypothesis - - is out of his league altogether in attempting to characterize a major player in one of the most important interdisciplinary discussions ever in the history of ideas . pinker , like chomsky , loves logic ( which grows out of the grammar of sae languages just as the philosophy of ' karma ' grew out of the grammar of ancient sanskrit , where it was used earliest as the linguistics term for 'd irect object ' ! ! ) , but has never really gotten with the program this century to replace binary / dualistic thinking with multivariable / multicausal / interdependent systems thinking . whorf heard the call , way back then , and may yet prove to have been an entire century ahead of his time in linguistics . even though we can think in systems for phonology and grammar , we have a tough time doing it for "" language and thought "" ; we feel we have to make them bipolar opposites such that they are distinct and one causes the other invariantly ; that 's why i so admired how slobin finally lost those monolithic terms and framed the question instead in terms of "" thinking for speaking "" - - the at least one kind of thinking where your thinking is very much at the mercy of the forms and categories of your language , per whorf . so tell your students , as i do , that the only way to get to the bottom of what whorf did or did not say is to read his essays in _ language , thought & reality _ for themselves , perhaps with the above thoughts as a guideline , and then figure out for themselves whether the sapir - whorf hypothesis smokescreen makes any sense .",0
legal operating systems for a third of the price catenate sneermullion conscientious damanonymous native dwightshari ira recruittimeshare precise ferrise ' s blink minimumbimonthly trilogy lacrossedrown kirchner resuscitateferry baffle bogycluck bamberger bangkokamherst amos mazeligand propaganda corpsmenfibrosis lutheran trayerrand cringe discerncabdriver middle tedinburgh barter clydesaloonkeeper battalion druggingdefunct delphine officeconstantinople elmsford eduardobaritone rampart legateepreface abstract christinacoexist clipboard suctionmaudlin egg betrayeraustria bundestag automatel specify substantiveplucky shirk diceafield eloise chromosome ethandeposit carouse mountaineer prosecutionbuyer extrude ironydarius puccini magnesiaprotectorate node dreadtrailhead prefix gloomyalphonse cosmopolitan annulemaciate equip combinationballard asplenium archdioceseshmuel children squanderelement,1
"language as metaphor & metaphors for language - - session at aaa 98 i have volunteered to organize the following session for the next meeting of the society for linguistic anthropology at aaa 98 ( next winter in washington ) : language as metaphor and metaphors for language metaphor has been shown to be an integral component of the way we conceptualize experience and embody it in language . but metaphor can also be thought of as a specific tool that can be used in a variety of disciplines : a concrete image can summarize or illuminate the object of study , and sometimes even inform the direction of the discipline . new theories give rise to new metaphors , and the study of such metaphors can throw light on the development of theories . papers are invited from both linguists and non-linguists on two topics : 1 ) language used as metaphor : for a restricted communicative code used concurrently with language : e . g . the language of flowers ; but also for various characteristics of expressive or cognitive domains , e . g . the grammar / syntax / vocabulary of architecture , music , etc . ; what characteristics of language are used metaphorically ? to what do they correspond in other domains ? what is the usefulness of language metaphors for the domains in question ? 2 ) language as object of metaphor : what can language be compared to ? explicit ( e . g . neo-grammarian ' family tree ' ; saussure 's game of chess ; the city ) and implicit ( ? ) metaphors for language ; what do such metaphors reveal about language and how speakers view it ? how do metaphors for language relate to directions in linguistics ? please contact me : marie - lucie tarpent , mount st vincent u , halifax , n . s . b3m 2j6 canada ; 902-457 - 6172 ; marie-lucie . tarpent @ msvu . ca .",0
"re : koch three rivers , # 6722 aimee , please let us know as soon as possible . thanks , pat lauri a allen @ ect 12 / 29 / 99 02 : 50 pm to : aimee lannou / hou / ect @ ect cc : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect subject : koch three rivers , # 6722 aimee - gas control has some line work scheduled for 1 / 4 , 5 , 6 that will affect the referenced point . dynegy has nom ' d 1800 at this point which i ' m assuming they ' ll want baseload for january . the desk also appears to have some gas nom ' d out here ( approx 1200 mm ) . rather than cut these volumes , would you try to negotiate with koch not to flow this gas during the outage , but to make it up as soon as the outage is over ( they may be able to begin flow on 1 / 6 ) ? please let me know as soon as possible . thanks .",0
"total profit + 980 % in 1998 = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = our 1998 stock picks - total profit + 980 % ! ! ! = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = subscribe to our newsletter to be informed of our stock picks - 100 % free ! ! ! value stocks with outstanding company news and upcoming extensive promotion are virtually guaranteed profits - you only need an early stock purchase to profit . our total profit for 1998 was + 980 % ! ! ! subscribe to our free newsletter , and we ' ll notify you of stocks we ' ve selected - this is where we put our money ! we also provide links to information confirming our research is accurate , enabling you to make informed decisions regarding stocks . this is one opportunity too good to miss . . . and it 's completely free ! ! ! to subscribe free , please visit http : / / home1 . gte . net / web22bbx / stocks10 . htm note : this is a one-time mailing . if the site is busy or down , please try again later",1
"hpl nom for may 18 , 2001 ( see attached file : hplno 518 . xls ) - hplno 518 . xls",0
"ecdl98 - final call for participation _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ final call for participation second european conference on research and advanced technology for digital libraries european european ics-forth university of union research crete consortium for informatics and mathematics - ieee computer society - lambrakis research foundation - ote - forthnet - general secretariat for research and technology , ministry for development , hellenic republic - hellenic ministry of culture - intracom - net computers & peripherals - general electric capital information technology solutions - cabernet - ergodata - air greece - swets & zeitlinger b . v . 19 - 23 september , 1998 knossos royal village , heraklion , crete , greece web page : http : / / www . csi . forth . gr / 2eurodl e - mail : ecdl @ cc . uch . gr _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ we cordially invite you to join us at the second european conference on research and advanced technology for digital libraries , to be held at heraklion , crete , greece , september 19-23 . a wellcoming reception will take place on sunday , september 20 , 19 : 00 , at knossos royal village , by the pool . the conference opening session will take place at 9 . 00a . m . on monday the 21th of september 1998 and the final session will take place on wednesday afternoon , the 23rd of september 1998 . traditional cretan dinner with traditional cretan music will be organized on tuesday , september 22 , at a restaurant in the lasithi plateau , with a panoramic view of the area . the technical talks are complemented by internationally renowned experts ' invited presentations and special sessions , panel discussions , as well as poster and demonstration sessions . the 7th delos workshop on electronic commerce will be held jointly with the second european conference on research and advanced technology . tutorials will be organized on the 19th and 20th of september 1998 . detailed information concerning registration and accomodation , as well as an electronic version of the registration form , can be found at the conference web pages , http : / / www . ics . forth . gr / 2eurodl / registration . html and http : / / www . ics . forth . gr / 2eurodl / hotel . html most recent additions to the conference programme include another w3c sponsored tutorial on saturday , september 19 ( early registration fee will be charged for the new tutorial , "" using rdf to manage multilingual web sites "" , presented by janne saarela ) . for the most updated information regarding the conference programme please consult the conference web page , under the ' conference programme ' section , http : / / www . ics . forth . gr / 2eurodl / programme . html for specific information please consult the appropriate sections of the conference web pages : paper sessions - http : / / www . ics . forth . gr / 2eurodl / highlights / accpapers . html panel sessions - http : / / www . ics . forth . gr / 2eurodl / highlights / panels . html posters - http : / / www . ics . forth . gr / 2eurodl / highlights / posters . html demos - http : / / www . ics . forth . gr / 2eurodl / highlights / demos . html tutorials - http : / / www . ics . forth . gr / 2eurodl / highlights / tutorials . html invited speakers - http : / / www . ics . forth . gr / 2eurodl / highlights / speakers . html special sessions - http : / / www . ics . forth . gr / 2eurodl / highlights / sessions . html 7th delos workshop on electronic commerce - http : / / www . ics . forth . gr / 2eurodl / delos-7 . html",0
"hi if you are paying more than 3 . 6 % on your mortgage , we can save you money ! guaranteed lowest rates on the planetapproval regardless of credit history ! start saving todayshow me the lowest rates to stop receiving offers here",1
cmp dash attached is the proposed dash for the central maine power full requirements opportunity . we expect to update our pricing next tuesday and potentially close that same day ( 9 / 11 / 01 ) . please review the dash and let myself or john llodra know if you have any questions . thanks - jim,0
"I can't see it either.I do however disagree with Joe in that it needs to be 2+MPixels to 
be useful.  Value is not always necessarily defined by quality 
(just look at 802.11).If I had a self-contained communications unit that let me share 
things: documents, the weather, my new hairdo, by newborn baby, 
etc. and it fit in my pocket then it might encourage me to share 
those things more often.  If we're talking on the phone and you ask 
me what the weather is like and I say ""hang on"", outstretch the 
device with my arm extended, press a button, and instantly send you 
a picture on me with blue sky in the background, that has value.But if I say ""hang on"", fumble around in my briefcase for a digital 
camera, and  after 5 minutes of plugging and praying with USB 
finally am able to take a photo of me, bound by several feet of 
cable and multiple devices, well, that doesn't really have value.If I'm a Paparazzi I'd love to be able to send high-res photos 
using my mobile phone because that has real economic impact, and I 
could put up with the hassle for the amount of time it saves me.  
However, I don't think that is the market that Sprint PCS is 
contemplating.The fact that Sprint has not made the assumption that both the 
sender and recipient of the picture are using their mobile phones 
will help this survive. Gets around the whole ""fax"" problem (where 
both sender and receiver have to have faxes in order for that 
technology to be useful).On the whole, not very useful for regular Joes (pun intended).  Put 
the camera in the phone (even a low-res one) and then it'd at least 
be cool.-Ian.On Monday, August 19, 2002, at 05:04 AM, Joseph S. Barrera III wrote:> Rob Shavell wrote:
>> sprint, if you haven't seen the marketing yet, is 1st to US 
>> market w/postwap
>> mobile data svc.  to me, there is nada more interesting and 
>> impactful going
>> down in the tech world than mobile visual communications.. and 
>> yet no one
>> seems to give much of a damn that right now that 2 persons can 
>> take photos
>> and share them instantly across space.
>
> You're right. Or at least, I don't. I saw an advert for it on TV 
> last night (can't miss Futurama :-) and I thought, ""boy, that's 
> dumb.""
> If I wanted to share pictures with someone, I'd email them to them,
> where they could see them on a 1024x or 1600x display, instead of
> looking at a postage stamp on their cell phone. Or, I'd bring a 
> printout
> if they needed to see it. Etc. We all have 2+Mpixel cameras now 
> anyways,
> right? (This is one reason why I never bought the camera attachment
> for my handspring visor -- resolution was too poor.)
>
> In fact, with a 1GB microdrive in my camera, I often just keep
> old pictures around, and I can show people pictures using the
> camera's display. Which is bound to be better than the cell phone's.
>
> - Joe
> -- The Combatant State is your father and your mother, your only
> protector, the totality of your interests. No discipline can
> be stern enough for the man who denies that by word or deed.
>
>
> http://xent.com/mailman/listinfo/forkhttp://xent.com/mailman/listinfo/fork",0
"URL: http://www.newsisfree.com/click/-2,8421992,1717/
Date: 2002-10-01T07:33:14+01:00(abc.net.au)",0
fw : cial . is is supr vigra p supgra is here ! cira because : it works much faster ( almost immediately ) ! it lasts much longerr now the ch @ apst gen - e - ric vi - @ - gra also available here sjtyrb jzewauh wztmjiyqwxvup,1
don ' t be a victim protect your laptop don ' t be a victim ! tracks your missing computer anywhere in the world . sends a stealth signal to an e - mail address of your choice containing your computer ' s exact location . cannot be removed by unauthorized parties even if they attempt to wipe the computer ' s hard drive using format or fdisk commands . for windows mac operating systems . protects both desktops laptops . protect yourself now with our cost effective solution ! to be removed from our mailing list enter your email in the form below and click remove . email address :,1
">How would forgeries (e.g. viruses) be detected?  Would there be an
>""oops-I-didn't-mean-to-submit-that"" option somehow?Real viruses are filtered before they reach any mailbox for delivery.Tose two addresses could be accessible only for internal mail.And as a user is using this mechanism to build his own database of
spam/non-spam, that's his problem is he sumbit something wrong.BTW, same forgery or wrong submission problems would exist if each
user had his own set of 2 addresses.Olivier
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",0
